/CK X,/CK Y,/D X,/D Y,/QD X,/QD Y
1.010652314118004e-07,0,1.010652314118004e-07,0.8,1.010652314118004e-07,4.89976392353429e-08
1.011474475681348e-07,0,1.011474475681348e-07,0.8,1.011474475681348e-07,4.918706173586879e-08
1.012527519076376e-07,0,1.012527519076376e-07,0.8,1.012527519076376e-07,4.902995793740877e-08
1.013313759538188e-07,0,1.013313759538188e-07,0.8,1.013313759538188e-07,4.917248846603881e-08
1.0141e-07,0,1.0141e-07,0.8,1.0141e-07,4.90361631423004e-08
1.014100390625e-07,0,1.014100390625e-07,0.7968749999995002,1.014100390625e-07,4.713914701476269e-08
1.014101171875e-07,0,1.014101171875e-07,0.790624999999063,1.014101171875e-07,4.259935363271275e-08
1.0141015625e-07,0,1.0141015625e-07,0.7874999999988443,1.0141015625e-07,4.040750378403179e-08
1.01410234375e-07,0,1.01410234375e-07,0.7812499999984072,1.01410234375e-07,3.658309456863774e-08
1.014103904727275e-07,0,1.014103904727275e-07,0.76876218179774,1.014103904727275e-07,3.453241369505083e-08
1.014106335403326e-07,0,1.014106335403326e-07,0.7493167733943247,1.014106335403326e-07,2.781165056886523e-08
1.014111196755427e-07,0,1.014111196755427e-07,0.7104259565874942,1.014111196755427e-07,1.67097590392941e-08
1.014120667970633e-07,0,1.014120667970633e-07,0.6346562349398919,1.014120667970633e-07,6.049700099902277e-09
1.014135305307492e-07,0,1.014135305307492e-07,0.5175575400649934,1.014135305307492e-07,8.677240923647786e-09
1.014153718509992e-07,0,1.014153718509992e-07,0.3702519200663343,1.014153718509992e-07,3.602313670999408e-08
1.014170842311695e-07,0,1.014170842311695e-07,0.2332615064417893,1.014170842311695e-07,5.801802886342018e-08
1.014185421155847e-07,0,1.014185421155847e-07,0.1166307532213593,1.014185421155847e-07,6.971543358826615e-08
1.014192710577924e-07,0,1.014192710577924e-07,0.05831537661114417,1.014192710577924e-07,7.233772547316766e-08
1.0142e-07,0,1.0142e-07,0,1.0142e-07,7.859779232359032e-08
1.014200702238841e-07,0,1.014200702238841e-07,0,1.014200702238841e-07,8.859737283689613e-08
1.014201053358262e-07,0,1.014201053358262e-07,0,1.014201053358262e-07,9.050036046420819e-08
1.014201755597103e-07,0,1.014201755597103e-07,0,1.014201755597103e-07,9.38443459350184e-08
1.014203160074786e-07,0,1.014203160074786e-07,0,1.014203160074786e-07,1.023521470016993e-07
1.014204929905565e-07,0,1.014204929905565e-07,0,1.014204929905565e-07,1.104613448668231e-07
1.014208469567124e-07,0,1.014208469567124e-07,0,1.014208469567124e-07,1.261572291526185e-07
1.01421554889024e-07,0,1.01421554889024e-07,0,1.01421554889024e-07,1.4464049091158e-07
1.014229707536474e-07,0,1.014229707536474e-07,0,1.014229707536474e-07,1.515573891447097e-07
1.014247257273118e-07,0,1.014247257273118e-07,0,1.014247257273118e-07,1.344990500832034e-07
1.014269220629323e-07,0,1.014269220629323e-07,0,1.014269220629323e-07,9.707758806951216e-08
1.014292649086724e-07,0,1.014292649086724e-07,0,1.014292649086724e-07,4.475252670762443e-08
1.01431152323186e-07,0,1.01431152323186e-07,0,1.01431152323186e-07,1.121022820013073e-08
1.014331678204732e-07,0,1.014331678204732e-07,0,1.014331678204732e-07,-1.067013881090666e-08
1.014357352749567e-07,0,1.014357352749567e-07,0,1.014357352749567e-07,-1.119726208586162e-08
1.014395864992954e-07,0,1.014395864992954e-07,0,1.014395864992954e-07,1.113178932767228e-08
1.014452771996923e-07,0,1.014452771996923e-07,0,1.014452771996923e-07,2.489775969402578e-08
1.014516891534077e-07,0,1.014516891534077e-07,0,1.014516891534077e-07,7.739079483815035e-10
1.01456893752025e-07,0,1.01456893752025e-07,0,1.01456893752025e-07,-3.645299659341198e-08
1.014619635661051e-07,0,1.014619635661051e-07,0,1.014619635661051e-07,7.698607049663372e-09
1.014677774432407e-07,0,1.014677774432407e-07,0,1.014677774432407e-07,1.028168415387377e-07
1.01473156187026e-07,0,1.01473156187026e-07,0,1.01473156187026e-07,1.506286192381018e-07
1.014787061339684e-07,0,1.014787061339684e-07,0,1.014787061339684e-07,1.22622731028312e-07
1.014857658820225e-07,0,1.014857658820225e-07,0,1.014857658820225e-07,5.663001407107388e-08
1.014940725893361e-07,0,1.014940725893361e-07,0,1.014940725893361e-07,2.116743656137156e-08
1.015025066340879e-07,0,1.015025066340879e-07,0,1.015025066340879e-07,7.76025553908159e-08
1.015099642919064e-07,0,1.015099642919064e-07,0,1.015099642919064e-07,1.204317486847011e-07
1.015176651779623e-07,0,1.015176651779623e-07,0,1.015176651779623e-07,1.255221871289398e-07
1.015252684811217e-07,0,1.015252684811217e-07,0,1.015252684811217e-07,1.411237835921317e-07
1.01533472947366e-07,0,1.01533472947366e-07,0,1.01533472947366e-07,-2.87519396672913e-08
1.015433949399222e-07,0,1.015433949399222e-07,0,1.015433949399222e-07,-1.633275128668163e-07
1.015526064596064e-07,0,1.015526064596064e-07,0,1.015526064596064e-07,-6.273437496621089e-09
1.015611908136035e-07,0,1.015611908136035e-07,0,1.015611908136035e-07,1.052535973671453e-07
1.015713423804586e-07,0,1.015713423804586e-07,0,1.015713423804586e-07,7.648317628777213e-08
1.015852414081432e-07,0,1.015852414081432e-07,0,1.015852414081432e-07,7.361444558208614e-08
1.016056955711527e-07,0,1.016056955711527e-07,0,1.016056955711527e-07,4.197257978296855e-08
1.016370124717307e-07,0,1.016370124717307e-07,0,1.016370124717307e-07,5.478733290009691e-08
1.016871383209338e-07,0,1.016871383209338e-07,0,1.016871383209338e-07,4.425173959025419e-08
1.017506655120795e-07,0,1.017506655120795e-07,0,1.017506655120795e-07,5.338843464097318e-08
1.018344572063772e-07,0,1.018344572063772e-07,0,1.018344572063772e-07,4.521045569604004e-08
1.019172286031886e-07,0,1.019172286031886e-07,0,1.019172286031886e-07,5.263667115653164e-08
1.02e-07,0,1.02e-07,0,1.02e-07,4.589907526909517e-08
1.020000390625e-07,0,1.020000390625e-07,0.00312500000021861,1.020000390625e-07,4.882640190379505e-08
1.020001171875e-07,0,1.020001171875e-07,0.009375000000655833,1.020001171875e-07,5.524522169437063e-08
1.0200015625e-07,0,1.0200015625e-07,0.01250000000087444,1.0200015625e-07,6.082048284295262e-08
1.02000234375e-07,0,1.02000234375e-07,0.01875000000131167,1.02000234375e-07,7.046513630774598e-08
1.020003705674844e-07,0,1.020003705674844e-07,0.02964539875141758,1.020003705674844e-07,8.025421983726703e-08
1.020006173485487e-07,0,1.020006173485487e-07,0.04938788389593057,1.020006173485487e-07,1.028522745873091e-07
1.020011094177176e-07,0,1.020011094177176e-07,0.08875341740743281,1.020011094177176e-07,1.274238380434604e-07
1.020020644524496e-07,0,1.020020644524496e-07,0.165156195969581,1.020020644524496e-07,1.430707138848108e-07
1.020038383344062e-07,0,1.020038383344062e-07,0.3070667524926671,1.020038383344062e-07,1.035338131401492e-07
1.020064373901323e-07,0,1.020064373901323e-07,0.5149912105873151,1.020064373901323e-07,-2.968120003019627e-09
1.020082186950662e-07,0,1.020082186950662e-07,0.6574956052941111,1.020082186950662e-07,-4.685873939515632e-08
1.0201e-07,0,1.0201e-07,0.7999999999998485,1.0201e-07,-6.417395804434404e-08
1.020101074713926e-07,0,1.020101074713926e-07,0.8,1.020101074713926e-07,-6.888513443631372e-08
1.020103224141777e-07,0,1.020103224141777e-07,0.8,1.020103224141777e-07,-7.920979601857676e-08
1.020104298855702e-07,0,1.020104298855702e-07,0.8,1.020104298855702e-07,-8.300404480817298e-08
1.020106448283553e-07,0,1.020106448283553e-07,0.8,1.020106448283553e-07,-8.852401006018478e-08
1.020110747139255e-07,0,1.020110747139255e-07,0.8,1.020110747139255e-07,-9.237660196186484e-08
1.020117128929704e-07,0,1.020117128929704e-07,0.8,1.020117128929704e-07,-8.391853009020107e-08
1.0201298925106e-07,0,1.0201298925106e-07,0.8,1.0201298925106e-07,-4.258298028238587e-08
1.020135957801561e-07,0,1.020135957801561e-07,0.8,1.020135957801561e-07,-1.559326036081063e-08
1.020148088383483e-07,0,1.020148088383483e-07,0.8,1.020148088383483e-07,3.598678771781302e-08
1.020172349547328e-07,0,1.020172349547328e-07,0.8,1.020172349547328e-07,1.082158733345741e-07
1.020216646098789e-07,0,1.020216646098789e-07,0.8,1.020216646098789e-07,1.320379784293987e-07
1.020272292094704e-07,0,1.020272292094704e-07,0.8,1.020272292094704e-07,7.461684597503344e-08
1.020353283850428e-07,0,1.020353283850428e-07,0.8,1.020353283850428e-07,2.941539506242157e-08
1.020433370140558e-07,0,1.020433370140558e-07,0.8,1.020433370140558e-07,4.234955673515712e-08
1.020496993814414e-07,0,1.020496993814414e-07,0.8,1.020496993814414e-07,4.860528292179077e-08
1.020563588931689e-07,0,1.020563588931689e-07,0.8,1.020563588931689e-07,4.379359890830521e-08
1.020613179554053e-07,0,1.020613179554053e-07,0.8,1.020613179554053e-07,4.972106214932478e-08
1.020663606778181e-07,0,1.020663606778181e-07,0.8,1.020663606778181e-07,1.141082457357581e-07
1.020693786672182e-07,0,1.020693786672182e-07,0.8,1.020693786672182e-07,2.80208903602829e-07
1.020727790564663e-07,0,1.020727790564663e-07,0.8,1.020727790564663e-07,4.748833870395978e-07
1.020759338279721e-07,0,1.020759338279721e-07,0.8,1.020759338279721e-07,4.116710716831417e-07
1.020796075963975e-07,0,1.020796075963975e-07,0.8,1.020796075963975e-07,5.098667021319503e-08
1.020835269052986e-07,0,1.020835269052986e-07,0.8,1.020835269052986e-07,-2.679900873796583e-07
1.020876652965383e-07,0,1.020876652965383e-07,0.8,1.020876652965383e-07,-4.323779391773224e-07
1.020929059746365e-07,0,1.020929059746365e-07,0.8,1.020929059746365e-07,-4.54052800852942e-07
1.020987406355628e-07,0,1.020987406355628e-07,0.8,1.020987406355628e-07,-1.074843588225668e-07
1.021046805033278e-07,0,1.021046805033278e-07,0.8,1.021046805033278e-07,1.001039281933053e-07
1.021105388263647e-07,0,1.021105388263647e-07,0.8,1.021105388263647e-07,1.170547044313291e-07
1.021173918957215e-07,0,1.021173918957215e-07,0.8,1.021173918957215e-07,2.314093323912366e-07
1.021246272398377e-07,0,1.021246272398377e-07,0.8,1.021246272398377e-07,2.918508409086544e-07
1.021309997743663e-07,0,1.021309997743663e-07,0.8,1.021309997743663e-07,1.658593647610799e-07
1.02138900056274e-07,0,1.02138900056274e-07,0.8,1.02138900056274e-07,6.161864443700892e-08
1.021483957300907e-07,0,1.021483957300907e-07,0.8,1.021483957300907e-07,1.878800314612232e-08
1.021602146347915e-07,0,1.021602146347915e-07,0.8,1.021602146347915e-07,1.880568950433613e-08
1.021748614217006e-07,0,1.021748614217006e-07,0.8,1.021748614217006e-07,3.466300977850445e-08
1.021942172206723e-07,0,1.021942172206723e-07,0.8,1.021942172206723e-07,4.609511910309463e-08
1.022216616993758e-07,0,1.022216616993758e-07,0.8,1.022216616993758e-07,4.934297989567491e-08
1.022652314127742e-07,0,1.022652314127742e-07,0.8,1.022652314127742e-07,4.899763923261497e-08
1.023474475699107e-07,0,1.023474475699107e-07,0.8,1.023474475699107e-07,4.91870617401316e-08
1.024527519098787e-07,0,1.024527519098787e-07,0.8,1.024527519098787e-07,4.902995793007011e-08
1.025313759549393e-07,0,1.025313759549393e-07,0.8,1.025313759549393e-07,4.917248848386504e-08
1.0261e-07,0,1.0261e-07,0.8,1.0261e-07,4.90361631206758e-08
1.026100390625e-07,0,1.026100390625e-07,0.7968749999995002,1.026100390625e-07,4.713914698996932e-08
1.026101171875e-07,0,1.026101171875e-07,0.790624999999063,1.026101171875e-07,4.259935357089046e-08
1.0261015625e-07,0,1.0261015625e-07,0.7874999999988443,1.0261015625e-07,4.040750367451078e-08
1.02610234375e-07,0,1.02610234375e-07,0.7812499999984072,1.02610234375e-07,3.658309446658432e-08
1.026103904727275e-07,0,1.026103904727275e-07,0.76876218179774,1.026103904727275e-07,3.453241361981292e-08
1.026106335403326e-07,0,1.026106335403326e-07,0.7493167733943247,1.026106335403326e-07,2.781165048488301e-08
1.026111196755427e-07,0,1.026111196755427e-07,0.7104259565874942,1.026111196755427e-07,1.670975893342987e-08
1.026120667970633e-07,0,1.026120667970633e-07,0.6346562349398919,1.026120667970633e-07,6.049699987197754e-09
1.026135305307492e-07,0,1.026135305307492e-07,0.5175575400649934,1.026135305307492e-07,8.677240931146974e-09
1.026153718509992e-07,0,1.026153718509992e-07,0.3702519200663343,1.026153718509992e-07,3.602313674391447e-08
1.026170842311695e-07,0,1.026170842311695e-07,0.2332615064417893,1.026170842311695e-07,5.801802880475244e-08
1.026185421155847e-07,0,1.026185421155847e-07,0.1166307532203005,1.026185421155847e-07,6.971543361175081e-08
1.026192710577924e-07,0,1.026192710577924e-07,0.05831537661008535,1.026192710577924e-07,7.23377254760657e-08
1.0262e-07,0,1.0262e-07,0,1.0262e-07,7.859779229930433e-08
1.026200702238841e-07,0,1.026200702238841e-07,0,1.026200702238841e-07,8.859737285031415e-08
1.026201053358262e-07,0,1.026201053358262e-07,0,1.026201053358262e-07,9.05003605214942e-08
1.026201755597103e-07,0,1.026201755597103e-07,0,1.026201755597103e-07,9.384434589590399e-08
1.026203160074786e-07,0,1.026203160074786e-07,0,1.026203160074786e-07,1.023521468534042e-07
1.026204929905565e-07,0,1.026204929905565e-07,0,1.026204929905565e-07,1.104613446584583e-07
1.026208469567124e-07,0,1.026208469567124e-07,0,1.026208469567124e-07,1.261572290159806e-07
1.02621554889024e-07,0,1.02621554889024e-07,0,1.02621554889024e-07,1.446404908096073e-07
1.026229707536474e-07,0,1.026229707536474e-07,0,1.026229707536474e-07,1.515573891484278e-07
1.026247257273118e-07,0,1.026247257273118e-07,0,1.026247257273118e-07,1.344990500459432e-07
1.026269220629323e-07,0,1.026269220629323e-07,0,1.026269220629323e-07,9.707758832769271e-08
1.026292649086724e-07,0,1.026292649086724e-07,0,1.026292649086724e-07,4.475252688008431e-08
1.02631152323186e-07,0,1.02631152323186e-07,0,1.02631152323186e-07,1.121022830400054e-08
1.026331678204732e-07,0,1.026331678204732e-07,0,1.026331678204732e-07,-1.067013883364902e-08
1.026357352749567e-07,0,1.026357352749567e-07,0,1.026357352749567e-07,-1.119726221811927e-08
1.026395864992954e-07,0,1.026395864992954e-07,0,1.026395864992954e-07,1.11317893126458e-08
1.026452771996924e-07,0,1.026452771996924e-07,0,1.026452771996924e-07,2.489775961526398e-08
1.026516891534077e-07,0,1.026516891534077e-07,0,1.026516891534077e-07,7.739079159127384e-10
1.026568937520251e-07,0,1.026568937520251e-07,0,1.026568937520251e-07,-3.645299663915378e-08
1.026619635661052e-07,0,1.026619635661052e-07,0,1.026619635661052e-07,7.698607052604242e-09
1.026677774432408e-07,0,1.026677774432408e-07,0,1.026677774432408e-07,1.028168415821884e-07
1.026731561870261e-07,0,1.026731561870261e-07,0,1.026731561870261e-07,1.506286192400397e-07
1.026787061339685e-07,0,1.026787061339685e-07,0,1.026787061339685e-07,1.226227310317099e-07
1.026857658820227e-07,0,1.026857658820227e-07,0,1.026857658820227e-07,5.663001407867967e-08
1.026940725893378e-07,0,1.026940725893378e-07,0,1.026940725893378e-07,2.116743641732966e-08
1.027025066340888e-07,0,1.027025066340888e-07,0,1.027025066340888e-07,7.760255569851948e-08
1.027099642919116e-07,0,1.027099642919116e-07,0,1.027099642919116e-07,1.204317489216408e-07
1.027176651779617e-07,0,1.027176651779617e-07,0,1.027176651779617e-07,1.255221868111795e-07
1.027252684811282e-07,0,1.027252684811282e-07,0,1.027252684811282e-07,1.411237836704844e-07
1.027334729473689e-07,0,1.027334729473689e-07,0,1.027334729473689e-07,-2.875193974874971e-08
1.027433949399289e-07,0,1.027433949399289e-07,0,1.027433949399289e-07,-1.633275129941756e-07
1.027526064596067e-07,0,1.027526064596067e-07,0,1.027526064596067e-07,-6.273437166919341e-09
1.027611908136113e-07,0,1.027611908136113e-07,0,1.027611908136113e-07,1.05253597376669e-07
1.027713423804731e-07,0,1.027713423804731e-07,0,1.027713423804731e-07,7.64831759662662e-08
1.02785241408118e-07,0,1.02785241408118e-07,0,1.02785241408118e-07,7.361444577730932e-08
1.028056955710684e-07,0,1.028056955710684e-07,0,1.028056955710684e-07,4.197257982640723e-08
1.028370124716889e-07,0,1.028370124716889e-07,0,1.028370124716889e-07,5.478733285256002e-08
1.028871383208664e-07,0,1.028871383208664e-07,0,1.028871383208664e-07,4.42517396214188e-08
1.029506655120068e-07,0,1.029506655120068e-07,0,1.029506655120068e-07,5.33884346119748e-08
1.0303445720625e-07,0,1.0303445720625e-07,0,1.0303445720625e-07,4.521045571851826e-08
1.03117228603125e-07,0,1.03117228603125e-07,0,1.03117228603125e-07,5.263667112680641e-08
1.032e-07,0,1.032e-07,0,1.032e-07,4.589907529169194e-08
1.032000390625e-07,0,1.032000390625e-07,0.00312500000021861,1.032000390625e-07,4.882640203675142e-08
1.032001171875e-07,0,1.032001171875e-07,0.009375000000655833,1.032001171875e-07,5.524522187193386e-08
1.0320015625e-07,0,1.0320015625e-07,0.01250000000087444,1.0320015625e-07,6.082048309616397e-08
1.03200234375e-07,0,1.03200234375e-07,0.01875000000131167,1.03200234375e-07,7.046513663710825e-08
1.032003705674844e-07,0,1.032003705674844e-07,0.02964539875141758,1.032003705674844e-07,8.025422016681065e-08
1.032006173485487e-07,0,1.032006173485487e-07,0.04938788389593057,1.032006173485487e-07,1.028522749292896e-07
1.032011094177176e-07,0,1.032011094177176e-07,0.08875341740743281,1.032011094177176e-07,1.274238384270409e-07
1.032020644524496e-07,0,1.032020644524496e-07,0.165156195969581,1.032020644524496e-07,1.43070714246245e-07
1.032038383344062e-07,0,1.032038383344062e-07,0.3070667524926671,1.032038383344062e-07,1.035338132798923e-07
1.032064373901323e-07,0,1.032064373901323e-07,0.5149912105873151,1.032064373901323e-07,-2.968120593314301e-09
1.032082186950662e-07,0,1.032082186950662e-07,0.6574956052930524,1.032082186950662e-07,-4.685874022801471e-08
1.0321e-07,0,1.0321e-07,0.7999999999998485,1.0321e-07,-6.417395935337025e-08
1.032101074713925e-07,0,1.032101074713925e-07,0.8,1.032101074713925e-07,-6.888513566882593e-08
1.032103224141777e-07,0,1.032103224141777e-07,0.8,1.032103224141777e-07,-7.920979726969009e-08
1.032104298855702e-07,0,1.032104298855702e-07,0.8,1.032104298855702e-07,-8.300404607537188e-08
1.032106448283553e-07,0,1.032106448283553e-07,0.8,1.032106448283553e-07,-8.852401144599591e-08
1.032110747139255e-07,0,1.032110747139255e-07,0.8,1.032110747139255e-07,-9.237660322143506e-08
1.032117128929703e-07,0,1.032117128929703e-07,0.8,1.032117128929703e-07,-8.391853105706649e-08
1.0321298925106e-07,0,1.0321298925106e-07,0.8,1.0321298925106e-07,-4.258298050913584e-08
1.032135957801561e-07,0,1.032135957801561e-07,0.8,1.032135957801561e-07,-1.559326012821124e-08
1.032148088383483e-07,0,1.032148088383483e-07,0.8,1.032148088383483e-07,3.598678853326251e-08
1.032172349547328e-07,0,1.032172349547328e-07,0.8,1.032172349547328e-07,1.082158745044131e-07
1.032216646098789e-07,0,1.032216646098789e-07,0.8,1.032216646098789e-07,1.320379788574019e-07
1.032272292094704e-07,0,1.032272292094704e-07,0.8,1.032272292094704e-07,7.461684530927509e-08
1.032353283850428e-07,0,1.032353283850428e-07,0.8,1.032353283850428e-07,2.941539406812206e-08
1.032433370140557e-07,0,1.032433370140557e-07,0.8,1.032433370140557e-07,4.234956458974556e-08
1.032496993814543e-07,0,1.032496993814543e-07,0.8,1.032496993814543e-07,4.860527179288402e-08
1.03256358893187e-07,0,1.03256358893187e-07,0.8,1.03256358893187e-07,4.379360075552192e-08
1.032613179554235e-07,0,1.032613179554235e-07,0.8,1.032613179554235e-07,4.972106349523367e-08
1.032663606778397e-07,0,1.032663606778397e-07,0.8,1.032663606778397e-07,1.141082433048617e-07
1.032693786672455e-07,0,1.032693786672455e-07,0.8,1.032693786672455e-07,2.802089133984429e-07
1.032727790564909e-07,0,1.032727790564909e-07,0.8,1.032727790564909e-07,4.748834093427163e-07
1.032759338280009e-07,0,1.032759338280009e-07,0.8,1.032759338280009e-07,4.116710512339471e-07
1.032796075964197e-07,0,1.032796075964197e-07,0.8,1.032796075964197e-07,5.098665793120651e-08
1.032835269053155e-07,0,1.032835269053155e-07,0.8,1.032835269053155e-07,-2.679900881581306e-07
1.032876652965599e-07,0,1.032876652965599e-07,0.8,1.032876652965599e-07,-4.323779387579623e-07
1.032929059746704e-07,0,1.032929059746704e-07,0.8,1.032929059746704e-07,-4.540527978536372e-07
1.032987406355968e-07,0,1.032987406355968e-07,0.8,1.032987406355968e-07,-1.074843535862755e-07
1.033046805033702e-07,0,1.033046805033702e-07,0.8,1.033046805033702e-07,1.001039256829248e-07
1.033105388263937e-07,0,1.033105388263937e-07,0.8,1.033105388263937e-07,1.170547051007169e-07
1.033173918958061e-07,0,1.033173918958061e-07,0.8,1.033173918958061e-07,2.314093363868141e-07
1.033246272398856e-07,0,1.033246272398856e-07,0.8,1.033246272398856e-07,2.91850840486046e-07
1.033309997744221e-07,0,1.033309997744221e-07,0.8,1.033309997744221e-07,1.658593621806632e-07
1.033389000563685e-07,0,1.033389000563685e-07,0.8,1.033389000563685e-07,6.161864306653847e-08
1.033483957302205e-07,0,1.033483957302205e-07,0.8,1.033483957302205e-07,1.878800299501718e-08
1.033602146349648e-07,0,1.033602146349648e-07,0.8,1.033602146349648e-07,1.880568965460852e-08
1.033748614219189e-07,0,1.033748614219189e-07,0.8,1.033748614219189e-07,3.466301007234558e-08
1.033942172210058e-07,0,1.033942172210058e-07,0.8,1.033942172210058e-07,4.609511917574284e-08
1.034216616998655e-07,0,1.034216616998655e-07,0.8,1.034216616998655e-07,4.934297994896323e-08
1.03465231413753e-07,0,1.03465231413753e-07,0.8,1.03465231413753e-07,4.89976391754022e-08
1.035474475716983e-07,0,1.035474475716983e-07,0.8,1.035474475716983e-07,4.918706179609845e-08
1.036527519121339e-07,0,1.036527519121339e-07,0.8,1.036527519121339e-07,4.902995787828972e-08
1.03731375956067e-07,0,1.03731375956067e-07,0.8,1.03731375956067e-07,4.91724885252698e-08
1.0381e-07,0,1.0381e-07,0.8,1.0381e-07,4.903616307618205e-08
1.038100390625e-07,0,1.038100390625e-07,0.7968749999995002,1.038100390625e-07,4.713914695106683e-08
1.038101171875e-07,0,1.038101171875e-07,0.790624999999063,1.038101171875e-07,4.259935357229876e-08
1.0381015625e-07,0,1.0381015625e-07,0.7874999999988443,1.0381015625e-07,4.040750366640908e-08
1.03810234375e-07,0,1.03810234375e-07,0.7812499999984072,1.03810234375e-07,3.658309445791036e-08
1.038103904727275e-07,0,1.038103904727275e-07,0.76876218179774,1.038103904727275e-07,3.453241364734927e-08
1.038106335403326e-07,0,1.038106335403326e-07,0.7493167733943247,1.038106335403326e-07,2.781165048900821e-08
1.038111196755427e-07,0,1.038111196755427e-07,0.7104259565874942,1.038111196755427e-07,1.670975898715203e-08
1.038120667970632e-07,0,1.038120667970632e-07,0.6346562349398919,1.038120667970632e-07,6.0496999765224e-09
1.038135305307492e-07,0,1.038135305307492e-07,0.5175575400649934,1.038135305307492e-07,8.677240947756253e-09
1.038153718509992e-07,0,1.038153718509992e-07,0.3702519200663343,1.038153718509992e-07,3.602313671100975e-08
1.038170842311695e-07,0,1.038170842311695e-07,0.2332615064417893,1.038170842311695e-07,5.801802893063351e-08
1.038185421155847e-07,0,1.038185421155847e-07,0.1166307532213593,1.038185421155847e-07,6.971543364445096e-08
1.038192710577924e-07,0,1.038192710577924e-07,0.05831537661114417,1.038192710577924e-07,7.233772557076286e-08
1.0382e-07,0,1.0382e-07,0,1.0382e-07,7.859779226771812e-08
1.038200702238841e-07,0,1.038200702238841e-07,0,1.038200702238841e-07,8.859737284186584e-08
1.038201053358262e-07,0,1.038201053358262e-07,0,1.038201053358262e-07,9.050036049559448e-08
1.038201755597103e-07,0,1.038201755597103e-07,0,1.038201755597103e-07,9.384434586413586e-08
1.038203160074786e-07,0,1.038203160074786e-07,0,1.038203160074786e-07,1.023521469196632e-07
1.038204929905565e-07,0,1.038204929905565e-07,0,1.038204929905565e-07,1.104613446467056e-07
1.038208469567124e-07,0,1.038208469567124e-07,0,1.038208469567124e-07,1.261572290193583e-07
1.03821554889024e-07,0,1.03821554889024e-07,0,1.03821554889024e-07,1.446404907674622e-07
1.038229707536474e-07,0,1.038229707536474e-07,0,1.038229707536474e-07,1.515573892734505e-07
1.038247257273118e-07,0,1.038247257273118e-07,0,1.038247257273118e-07,1.344990500921736e-07
1.038269220629324e-07,0,1.038269220629324e-07,0,1.038269220629324e-07,9.707758835780207e-08
1.038292649086724e-07,0,1.038292649086724e-07,0,1.038292649086724e-07,4.475252689045472e-08
1.03831152323186e-07,0,1.03831152323186e-07,0,1.03831152323186e-07,1.121022832296969e-08
1.038331678204732e-07,0,1.038331678204732e-07,0,1.038331678204732e-07,-1.0670138831444e-08
1.038357352749567e-07,0,1.038357352749567e-07,0,1.038357352749567e-07,-1.119726217271266e-08
1.038395864992954e-07,0,1.038395864992954e-07,0,1.038395864992954e-07,1.113178938011744e-08
1.038452771996924e-07,0,1.038452771996924e-07,0,1.038452771996924e-07,2.489775969194146e-08
1.038516891534077e-07,0,1.038516891534077e-07,0,1.038516891534077e-07,7.73907860272323e-10
1.038568937520253e-07,0,1.038568937520253e-07,0,1.038568937520253e-07,-3.645299662481116e-08
1.038619635661052e-07,0,1.038619635661052e-07,0,1.038619635661052e-07,7.698607020232373e-09
1.038677774432409e-07,0,1.038677774432409e-07,0,1.038677774432409e-07,1.028168416208773e-07
1.038731561870261e-07,0,1.038731561870261e-07,0,1.038731561870261e-07,1.506286191694094e-07
1.038787061339686e-07,0,1.038787061339686e-07,0,1.038787061339686e-07,1.226227309890709e-07
1.038857658820228e-07,0,1.038857658820228e-07,0,1.038857658820228e-07,5.66300139857421e-08
1.038940725893395e-07,0,1.038940725893395e-07,0,1.038940725893395e-07,2.116743626370977e-08
1.039025066340898e-07,0,1.039025066340898e-07,0,1.039025066340898e-07,7.760255595792979e-08
1.039099642919168e-07,0,1.039099642919168e-07,0,1.039099642919168e-07,1.204317491570676e-07
1.039176651779611e-07,0,1.039176651779611e-07,0,1.039176651779611e-07,1.25522186438423e-07
1.039252684811347e-07,0,1.039252684811347e-07,0,1.039252684811347e-07,1.411237837531465e-07
1.039334729473716e-07,0,1.039334729473716e-07,0,1.039334729473716e-07,-2.875193983286153e-08
1.039433949399353e-07,0,1.039433949399353e-07,0,1.039433949399353e-07,-1.633275131344399e-07
1.039526064596068e-07,0,1.039526064596068e-07,0,1.039526064596068e-07,-6.273436720112264e-09
1.039611908136189e-07,0,1.039611908136189e-07,0,1.039611908136189e-07,1.052535973021369e-07
1.039713423804874e-07,0,1.039713423804874e-07,0,1.039713423804874e-07,7.648317564409501e-08
1.039852414080926e-07,0,1.039852414080926e-07,0,1.039852414080926e-07,7.361444598364315e-08
1.040056955709837e-07,0,1.040056955709837e-07,0,1.040056955709837e-07,4.197257983971646e-08
1.040370124716463e-07,0,1.040370124716463e-07,0,1.040370124716463e-07,5.478733286269966e-08
1.04087138320798e-07,0,1.04087138320798e-07,0,1.04087138320798e-07,4.425173960436407e-08
1.041506655119329e-07,0,1.041506655119329e-07,0,1.041506655119329e-07,5.338843463487732e-08
1.042344572061212e-07,0,1.042344572061212e-07,0,1.042344572061212e-07,4.521045569314263e-08
1.043172286030606e-07,0,1.043172286030606e-07,0,1.043172286030606e-07,5.26366711595003e-08
1.044e-07,0,1.044e-07,0,1.044e-07,4.589907526626147e-08
1.044000390625e-07,0,1.044000390625e-07,0.00312500000021861,1.044000390625e-07,4.882640202178618e-08
1.044001171875e-07,0,1.044001171875e-07,0.009375000000655833,1.044001171875e-07,5.524522199510834e-08
